rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,image_4_started,image_4_stopped,wait_img_started,wait_img_stopped,key_resp_3_keys,key_resp_3_rt,id_,date,expName,psychopyVersion,frameRate
NaN,NaN,NaN,NaN,81.2929711000179,None,81.2929711000179,None,space,130.607871899992,NaN,NaN,NaN,NaN,NaN
