rep_loop4_thisRepN,rep_loop4_thisTrialN,rep_loop4_thisN,rep_loop4_thisIndex,image_4_started,image_4_stopped,wait_img_started,wait_img_stopped,id_,date,expName,psychopyVersion,frameRate
NaN,NaN,NaN,NaN,52.1793140000082,None,52.1793140000082,None,NaN,NaN,NaN,NaN,NaN
